RegionNombre,Semana,Temp_Mediana_Semanal
Región de Aysén del General Carlos Ibañez del Campo,2021-01-05,11.95
Región de Aysén del General Carlos Ibañez del Campo,2021-01-12,13.649999999999999
Región de Aysén del General Carlos Ibañez del Campo,2021-01-19,16.0
Región de Aysén del General Carlos Ibañez del Campo,2021-01-26,11.2
Región de Aysén del General Carlos Ibañez del Campo,2021-02-02,18.1
Región de Aysén del General Carlos Ibañez del Campo,2021-02-09,14.4
Región de Aysén del General Carlos Ibañez del Campo,2021-02-16,11.6
Región de Aysén del General Carlos Ibañez del Campo,2021-02-23,16.1
Región de Aysén del General Carlos Ibañez del Campo,2021-03-02,14.600000000000001
Región de Aysén del General Carlos Ibañez del Campo,2021-03-09,12.4
Región de Aysén del General Carlos Ibañez del Campo,2021-03-16,11.0
Región de Aysén del General Carlos Ibañez del Campo,2021-03-23,12.15
Región de Aysén del General Carlos Ibañez del Campo,2021-03-30,12.7
Región de Aysén del General Carlos Ibañez del Campo,2021-04-06,10.7
Región de Aysén del General Carlos Ibañez del Campo,2021-04-13,10.6
Región de Aysén del General Carlos Ibañez del Campo,2021-04-20,9.2
Región de Aysén del General Carlos Ibañez del Campo,2021-04-27,9.35
Región de Aysén del General Carlos Ibañez del Campo,2021-05-04,3.75
Región de Aysén del General Carlos Ibañez del Campo,2021-05-11,4.4
Región de Aysén del General Carlos Ibañez del Campo,2021-05-18,6.6
Región de Aysén del General Carlos Ibañez del Campo,2021-05-25,5.75
Región de Aysén del General Carlos Ibañez del Campo,2021-06-01,5.85
Región de Aysén del General Carlos Ibañez del Campo,2021-06-08,4.6
Región de Aysén del General Carlos Ibañez del Campo,2021-06-15,0.5
Región de Aysén del General Carlos Ibañez del Campo,2021-06-22,1.65
Región de Aysén del General Carlos Ibañez del Campo,2021-06-29,6.55
Región de Aysén del General Carlos Ibañez del Campo,2021-07-06,5.65
Región de Aysén del General Carlos Ibañez del Campo,2021-07-13,4.9
Región de Aysén del General Carlos Ibañez del Campo,2021-07-20,5.1
Región de Aysén del General Carlos Ibañez del Campo,2021-07-27,4.35
Región de Aysén del General Carlos Ibañez del Campo,2021-08-03,4.7
Región de Aysén del General Carlos Ibañez del Campo,2021-08-10,5.0
Región de Aysén del General Carlos Ibañez del Campo,2021-08-17,3.4
Región de Aysén del General Carlos Ibañez del Campo,2021-08-24,3.2
Región de Aysén del General Carlos Ibañez del Campo,2021-08-31,6.8
Región de Aysén del General Carlos Ibañez del Campo,2021-09-07,5.8
Región de Aysén del General Carlos Ibañez del Campo,2021-09-14,7.5
Región de Aysén del General Carlos Ibañez del Campo,2021-09-21,8.65
Región de Aysén del General Carlos Ibañez del Campo,2021-09-28,7.1
Región de Aysén del General Carlos Ibañez del Campo,2021-10-05,9.7
Región de Aysén del General Carlos Ibañez del Campo,2021-10-12,8.5
Región de Aysén del General Carlos Ibañez del Campo,2021-10-19,7.300000000000001
Región de Aysén del General Carlos Ibañez del Campo,2021-10-26,11.25
Región de Aysén del General Carlos Ibañez del Campo,2021-11-02,10.2
Región de Aysén del General Carlos Ibañez del Campo,2021-11-09,10.8
Región de Aysén del General Carlos Ibañez del Campo,2021-11-16,11.7
Región de Aysén del General Carlos Ibañez del Campo,2021-11-23,11.4
Región de Aysén del General Carlos Ibañez del Campo,2021-11-30,11.5
Región de Aysén del General Carlos Ibañez del Campo,2021-12-07,15.45
Región de Aysén del General Carlos Ibañez del Campo,2021-12-14,15.600000000000001
Región de Aysén del General Carlos Ibañez del Campo,2021-12-21,16.1
Región de Aysén del General Carlos Ibañez del Campo,2021-12-28,10.899999999999999
Región de Aysén del General Carlos Ibañez del Campo,2022-01-04,15.100000000000001
Región de Aysén del General Carlos Ibañez del Campo,2022-01-11,13.7
Región de Aysén del General Carlos Ibañez del Campo,2022-01-18,13.649999999999999
Región de Aysén del General Carlos Ibañez del Campo,2022-01-25,15.9
Región de Aysén del General Carlos Ibañez del Campo,2022-02-01,15.15
Región de Aysén del General Carlos Ibañez del Campo,2022-02-08,14.649999999999999
Región de Aysén del General Carlos Ibañez del Campo,2022-02-15,13.649999999999999
Región de Aysén del General Carlos Ibañez del Campo,2022-02-22,13.6
Región de Aysén del General Carlos Ibañez del Campo,2022-03-01,12.2
Región de Aysén del General Carlos Ibañez del Campo,2022-03-08,12.2
Región de Aysén del General Carlos Ibañez del Campo,2022-03-15,11.7
Región de Aysén del General Carlos Ibañez del Campo,2022-03-22,10.65
Región de Aysén del General Carlos Ibañez del Campo,2022-03-29,9.7
Región de Aysén del General Carlos Ibañez del Campo,2022-04-05,9.4
Región de Aysén del General Carlos Ibañez del Campo,2022-04-12,10.6
Región de Aysén del General Carlos Ibañez del Campo,2022-04-19,5.8
Región de Aysén del General Carlos Ibañez del Campo,2022-04-26,3.6
Región de Aysén del General Carlos Ibañez del Campo,2022-05-03,8.3
Región de Aysén del General Carlos Ibañez del Campo,2022-05-10,5.3
Región de Aysén del General Carlos Ibañez del Campo,2022-05-17,2.65
Región de Aysén del General Carlos Ibañez del Campo,2022-05-24,0.85
Región de Aysén del General Carlos Ibañez del Campo,2022-05-31,-0.8
Región de Aysén del General Carlos Ibañez del Campo,2022-06-07,1.1
Región de Aysén del General Carlos Ibañez del Campo,2022-06-14,4.0
Región de Aysén del General Carlos Ibañez del Campo,2022-06-21,-3.6
Región de Aysén del General Carlos Ibañez del Campo,2022-06-28,1.3
Región de Aysén del General Carlos Ibañez del Campo,2022-07-05,1.15
Región de Aysén del General Carlos Ibañez del Campo,2022-07-12,-0.19999999999999998
Región de Aysén del General Carlos Ibañez del Campo,2022-07-19,-0.25
Región de Aysén del General Carlos Ibañez del Campo,2022-07-26,1.6
Región de Aysén del General Carlos Ibañez del Campo,2022-08-02,2.55
Región de Aysén del General Carlos Ibañez del Campo,2022-08-09,3.4
Región de Aysén del General Carlos Ibañez del Campo,2022-08-16,6.5
Región de Aysén del General Carlos Ibañez del Campo,2022-08-23,5.3
Región de Aysén del General Carlos Ibañez del Campo,2022-08-30,7.75
Región de Aysén del General Carlos Ibañez del Campo,2022-09-06,7.1
Región de Aysén del General Carlos Ibañez del Campo,2022-09-13,3.6500000000000004
Región de Aysén del General Carlos Ibañez del Campo,2022-09-20,6.6
Región de Aysén del General Carlos Ibañez del Campo,2022-09-27,8.9
Región de Aysén del General Carlos Ibañez del Campo,2022-10-04,8.2
Región de Aysén del General Carlos Ibañez del Campo,2022-10-11,9.05
Región de Aysén del General Carlos Ibañez del Campo,2022-10-18,9.5
Región de Aysén del General Carlos Ibañez del Campo,2022-10-25,9.05
Región de Aysén del General Carlos Ibañez del Campo,2022-11-01,13.0
Región de Aysén del General Carlos Ibañez del Campo,2022-11-08,11.9
Región de Aysén del General Carlos Ibañez del Campo,2022-11-15,10.9
Región de Aysén del General Carlos Ibañez del Campo,2022-11-22,12.850000000000001
Región de Aysén del General Carlos Ibañez del Campo,2022-11-29,11.6
Región de Aysén del General Carlos Ibañez del Campo,2022-12-06,11.35
Región de Aysén del General Carlos Ibañez del Campo,2022-12-13,12.85
Región de Aysén del General Carlos Ibañez del Campo,2022-12-20,14.35
Región de Aysén del General Carlos Ibañez del Campo,2022-12-27,12.05
Región de Aysén del General Carlos Ibañez del Campo,2023-01-03,15.950000000000001
Región de Aysén del General Carlos Ibañez del Campo,2023-01-10,13.0
Región de Aysén del General Carlos Ibañez del Campo,2023-01-17,16.55
Región de Aysén del General Carlos Ibañez del Campo,2023-01-24,12.649999999999999
Región de Aysén del General Carlos Ibañez del Campo,2023-01-31,15.45
Región de Aysén del General Carlos Ibañez del Campo,2023-02-07,14.05
Región de Aysén del General Carlos Ibañez del Campo,2023-02-14,12.3
Región de Aysén del General Carlos Ibañez del Campo,2023-02-21,13.7
Región de Aysén del General Carlos Ibañez del Campo,2023-02-28,13.35
Región de Aysén del General Carlos Ibañez del Campo,2023-03-07,11.8
Región de Aysén del General Carlos Ibañez del Campo,2023-03-14,8.45
Región de Aysén del General Carlos Ibañez del Campo,2023-03-21,9.8
Región de Aysén del General Carlos Ibañez del Campo,2023-03-28,6.85
Región de Aysén del General Carlos Ibañez del Campo,2023-04-04,9.15
Región de Aysén del General Carlos Ibañez del Campo,2023-04-11,5.3
Región de Aysén del General Carlos Ibañez del Campo,2023-04-18,10.85
Región de Aysén del General Carlos Ibañez del Campo,2023-04-25,7.8
Región de Aysén del General Carlos Ibañez del Campo,2023-05-02,8.5
Región de Aysén del General Carlos Ibañez del Campo,2023-05-09,10.6
Región de Aysén del General Carlos Ibañez del Campo,2023-05-16,4.6
Región de Aysén del General Carlos Ibañez del Campo,2023-05-23,2.5
Región de Aysén del General Carlos Ibañez del Campo,2023-05-30,5.95
Región de Aysén del General Carlos Ibañez del Campo,2023-06-06,4.5
Región de Aysén del General Carlos Ibañez del Campo,2023-06-13,1.2999999999999998
Región de Aysén del General Carlos Ibañez del Campo,2023-06-20,4.0
Región de Aysén del General Carlos Ibañez del Campo,2023-06-27,2.3
Región de Aysén del General Carlos Ibañez del Campo,2023-07-04,2.25
Región de Aysén del General Carlos Ibañez del Campo,2023-07-11,0.75
Región de Aysén del General Carlos Ibañez del Campo,2023-07-18,1.35
Región de Aysén del General Carlos Ibañez del Campo,2023-07-25,3.3
Región de Aysén del General Carlos Ibañez del Campo,2023-08-01,5.75
Región de Aysén del General Carlos Ibañez del Campo,2023-08-08,5.1
Región de Aysén del General Carlos Ibañez del Campo,2023-08-15,2.8
Región de Aysén del General Carlos Ibañez del Campo,2023-08-22,4.4
Región de Aysén del General Carlos Ibañez del Campo,2023-08-29,3.75
Región de Aysén del General Carlos Ibañez del Campo,2023-09-05,6.1
Región de Aysén del General Carlos Ibañez del Campo,2023-09-12,6.75
Región de Aysén del General Carlos Ibañez del Campo,2023-09-19,3.55
Región de Aysén del General Carlos Ibañez del Campo,2023-09-26,6.95
Región de Aysén del General Carlos Ibañez del Campo,2023-10-03,8.2
Región de Aysén del General Carlos Ibañez del Campo,2023-10-10,7.75
Región de Aysén del General Carlos Ibañez del Campo,2023-10-17,10.65
Región de Aysén del General Carlos Ibañez del Campo,2023-10-24,8.899999999999999
Región de Aysén del General Carlos Ibañez del Campo,2023-10-31,8.899999999999999
Región de Aysén del General Carlos Ibañez del Campo,2023-11-07,9.1
Región de Aysén del General Carlos Ibañez del Campo,2023-11-14,7.15
Región de Aysén del General Carlos Ibañez del Campo,2023-11-21,11.8
Región de Aysén del General Carlos Ibañez del Campo,2023-11-28,9.9
Región de Aysén del General Carlos Ibañez del Campo,2023-12-05,13.4
Región de Aysén del General Carlos Ibañez del Campo,2023-12-12,10.5
Región de Aysén del General Carlos Ibañez del Campo,2023-12-19,14.649999999999999
Región de Aysén del General Carlos Ibañez del Campo,2023-12-26,16.4
Región de Aysén del General Carlos Ibañez del Campo,2024-01-02,15.15
Región de Aysén del General Carlos Ibañez del Campo,2024-01-09,13.7
Región de Aysén del General Carlos Ibañez del Campo,2024-01-16,14.7
Región de Aysén del General Carlos Ibañez del Campo,2024-01-23,16.2
Región de Aysén del General Carlos Ibañez del Campo,2024-01-30,16.1
Región de Aysén del General Carlos Ibañez del Campo,2024-02-06,14.55
Región de Aysén del General Carlos Ibañez del Campo,2024-02-13,15.75
Región de Aysén del General Carlos Ibañez del Campo,2024-02-20,14.3
Región de Aysén del General Carlos Ibañez del Campo,2024-02-27,13.05
Región de Aysén del General Carlos Ibañez del Campo,2024-03-05,11.149999999999999
Región de Aysén del General Carlos Ibañez del Campo,2024-03-12,9.9
Región de Aysén del General Carlos Ibañez del Campo,2024-03-19,9.8
Región de Aysén del General Carlos Ibañez del Campo,2024-03-26,10.0
Región de Aysén del General Carlos Ibañez del Campo,2024-04-02,9.25
Región de Aysén del General Carlos Ibañez del Campo,2024-04-09,6.199999999999999
Región de Aysén del General Carlos Ibañez del Campo,2024-04-16,7.45
Región de Aysén del General Carlos Ibañez del Campo,2024-04-23,6.4
Región de Aysén del General Carlos Ibañez del Campo,2024-04-30,4.25
Región de Aysén del General Carlos Ibañez del Campo,2024-05-07,2.9000000000000004
Región de Aysén del General Carlos Ibañez del Campo,2024-05-14,0.9500000000000001
Región de Aysén del General Carlos Ibañez del Campo,2024-05-21,2.05
Región de Aysén del General Carlos Ibañez del Campo,2024-05-28,3.1500000000000004
Región de Aysén del General Carlos Ibañez del Campo,2024-06-04,5.8
Región de Aysén del General Carlos Ibañez del Campo,2024-06-11,5.1
Región de Aysén del General Carlos Ibañez del Campo,2024-06-18,-0.1
Región de Aysén del General Carlos Ibañez del Campo,2024-06-25,3.05
Región de Aysén del General Carlos Ibañez del Campo,2024-07-02,2.5
Región de Aysén del General Carlos Ibañez del Campo,2024-07-09,1.2
Región de Aysén del General Carlos Ibañez del Campo,2024-07-16,4.15
Región de Aysén del General Carlos Ibañez del Campo,2024-07-23,5.550000000000001
Región de Aysén del General Carlos Ibañez del Campo,2024-07-30,4.15
Región de Aysén del General Carlos Ibañez del Campo,2024-08-06,6.050000000000001
Región de Aysén del General Carlos Ibañez del Campo,2024-08-13,4.35
Región de Aysén del General Carlos Ibañez del Campo,2024-08-20,4.25
Región de Aysén del General Carlos Ibañez del Campo,2024-08-27,5.449999999999999
Región de Aysén del General Carlos Ibañez del Campo,2024-09-03,6.5
Región de Aysén del General Carlos Ibañez del Campo,2024-09-10,6.6
Región de Aysén del General Carlos Ibañez del Campo,2024-09-17,4.800000000000001
Región de Aysén del General Carlos Ibañez del Campo,2024-09-24,5.0
Región de Aysén del General Carlos Ibañez del Campo,2024-10-01,6.9
Región de Aysén del General Carlos Ibañez del Campo,2024-10-08,9.75
Región de Aysén del General Carlos Ibañez del Campo,2024-10-15,11.2
Región de Aysén del General Carlos Ibañez del Campo,2024-10-22,10.399999999999999
Región de Aysén del General Carlos Ibañez del Campo,2024-10-29,10.35
Región de Aysén del General Carlos Ibañez del Campo,2024-11-05,8.3
Región de Aysén del General Carlos Ibañez del Campo,2024-11-12,10.9
Región de Aysén del General Carlos Ibañez del Campo,2024-11-19,10.95
Región de Aysén del General Carlos Ibañez del Campo,2024-11-26,10.75
Región de Aysén del General Carlos Ibañez del Campo,2024-12-03,11.25
Región de Aysén del General Carlos Ibañez del Campo,2024-12-10,13.100000000000001
Región de Aysén del General Carlos Ibañez del Campo,2024-12-17,12.05
Región de Aysén del General Carlos Ibañez del Campo,2024-12-24,16.35
Región de Aysén del General Carlos Ibañez del Campo,2024-12-31,15.75
Región de Aysén del General Carlos Ibañez del Campo,2025-01-07,15.55
Región de Aysén del General Carlos Ibañez del Campo,2025-01-14,12.899999999999999
Región de Aysén del General Carlos Ibañez del Campo,2025-01-21,12.649999999999999
Región de Aysén del General Carlos Ibañez del Campo,2025-01-28,13.4
Región de Aysén del General Carlos Ibañez del Campo,2025-02-04,10.899999999999999
Región de Aysén del General Carlos Ibañez del Campo,2025-02-11,12.75
Región de Aysén del General Carlos Ibañez del Campo,2025-02-18,13.899999999999999
Región de Aysén del General Carlos Ibañez del Campo,2025-02-25,11.7
Región de Aysén del General Carlos Ibañez del Campo,2025-03-04,10.55
Región de Aysén del General Carlos Ibañez del Campo,2025-03-11,11.75
Región de Aysén del General Carlos Ibañez del Campo,2025-03-18,10.5
Región de Aysén del General Carlos Ibañez del Campo,2025-03-25,11.3
Región de Aysén del General Carlos Ibañez del Campo,2025-04-01,8.55
Región de Aysén del General Carlos Ibañez del Campo,2025-04-08,10.4
Región de Aysén del General Carlos Ibañez del Campo,2025-04-15,8.85
Región de Aysén del General Carlos Ibañez del Campo,2025-04-22,8.85
Región de Aysén del General Carlos Ibañez del Campo,2025-04-29,8.0
Región de Aysén del General Carlos Ibañez del Campo,2025-05-06,6.3
Región de Aysén del General Carlos Ibañez del Campo,2025-05-13,4.6
Región de Aysén del General Carlos Ibañez del Campo,2025-05-20,5.6
Región de Aysén del General Carlos Ibañez del Campo,2025-05-27,6.0
Región de Aysén del General Carlos Ibañez del Campo,2025-06-03,5.2
Región de Aysén del General Carlos Ibañez del Campo,2025-06-10,5.6
Región de Aysén del General Carlos Ibañez del Campo,2025-06-17,5.2
Región de Aysén del General Carlos Ibañez del Campo,2025-06-24,0.85
Región de Aysén del General Carlos Ibañez del Campo,2025-07-01,1.25
Región de Aysén del General Carlos Ibañez del Campo,2025-07-08,8.2
Región de Aysén del General Carlos Ibañez del Campo,2025-07-15,6.25
Región de Aysén del General Carlos Ibañez del Campo,2025-07-22,1.8
Región de Aysén del General Carlos Ibañez del Campo,2025-07-29,5.25
Región de Aysén del General Carlos Ibañez del Campo,2025-08-05,5.05
Región de Aysén del General Carlos Ibañez del Campo,2025-08-12,6.0
Región de Aysén del General Carlos Ibañez del Campo,2025-08-19,5.85
Región de Aysén del General Carlos Ibañez del Campo,2025-08-26,7.3
Región de Aysén del General Carlos Ibañez del Campo,2025-09-02,4.8
Región de Aysén del General Carlos Ibañez del Campo,2025-09-09,7.6
Región de Aysén del General Carlos Ibañez del Campo,2025-09-16,7.699999999999999
Región de Aysén del General Carlos Ibañez del Campo,2025-09-23,8.5
Región de Aysén del General Carlos Ibañez del Campo,2025-09-30,7.4
Región de Aysén del General Carlos Ibañez del Campo,2025-10-07,8.05
Región de Aysén del General Carlos Ibañez del Campo,2025-10-14,7.9
Región de Aysén del General Carlos Ibañez del Campo,2025-10-21,7.85
Región de Aysén del General Carlos Ibañez del Campo,2025-10-28,10.25
Región de Aysén del General Carlos Ibañez del Campo,2025-11-04,12.2
Región de Aysén del General Carlos Ibañez del Campo,2025-11-11,11.45
Región de Aysén del General Carlos Ibañez del Campo,2025-11-18,13.2
Región de Aysén del General Carlos Ibañez del Campo,2025-11-25,16.0
Región de Aysén del General Carlos Ibañez del Campo,2025-12-02,13.3
Región de Aysén del General Carlos Ibañez del Campo,2025-12-09,11.2
Región de Aysén del General Carlos Ibañez del Campo,2025-12-16,12.350000000000001
Región de Aysén del General Carlos Ibañez del Campo,2025-12-23,12.55
Región de Aysén del General Carlos Ibañez del Campo,2025-12-30,15.7
Región de Coquimbo,2020-12-29,18.6
Región de Coquimbo,2021-01-05,17.9
Región de Coquimbo,2021-01-12,18.6
Región de Coquimbo,2021-01-19,20.0
Región de Coquimbo,2021-01-26,19.5
Región de Coquimbo,2021-02-02,18.2
Región de Coquimbo,2021-02-09,18.9
Región de Coquimbo,2021-02-16,17.8
Región de Coquimbo,2021-02-23,18.2
Región de Coquimbo,2021-03-02,19.0
Región de Coquimbo,2021-03-09,17.9
Región de Coquimbo,2021-03-16,16.5
Región de Coquimbo,2021-03-23,15.899999999999999
Región de Coquimbo,2021-03-30,15.5
Región de Coquimbo,2021-04-06,16.4
Región de Coquimbo,2021-04-13,14.8
Región de Coquimbo,2021-04-20,14.2
Región de Coquimbo,2021-04-27,13.85
Región de Coquimbo,2021-05-04,13.65
Región de Coquimbo,2021-05-11,13.75
Región de Coquimbo,2021-05-18,12.85
Región de Coquimbo,2021-05-25,14.05
Región de Coquimbo,2021-06-01,12.7
Región de Coquimbo,2021-06-08,12.2
Región de Coquimbo,2021-06-15,10.5
Región de Coquimbo,2021-06-22,9.55
Región de Coquimbo,2021-06-29,10.4
Región de Coquimbo,2021-07-06,10.399999999999999
Región de Coquimbo,2021-07-13,10.149999999999999
Región de Coquimbo,2021-07-20,10.0
Región de Coquimbo,2021-07-27,10.4
Región de Coquimbo,2021-08-03,11.4
Región de Coquimbo,2021-08-10,9.95
Región de Coquimbo,2021-08-17,13.35
Región de Coquimbo,2021-08-24,11.100000000000001
Región de Coquimbo,2021-08-31,12.4
Región de Coquimbo,2021-09-07,12.05
Región de Coquimbo,2021-09-14,12.2
Región de Coquimbo,2021-09-21,15.2
Región de Coquimbo,2021-09-28,13.9
Región de Coquimbo,2021-10-05,13.0
Región de Coquimbo,2021-10-12,13.6
Región de Coquimbo,2021-10-19,14.4
Región de Coquimbo,2021-10-26,15.7
Región de Coquimbo,2021-11-02,14.7
Región de Coquimbo,2021-11-09,15.4
Región de Coquimbo,2021-11-16,15.85
Región de Coquimbo,2021-11-23,16.6
Región de Coquimbo,2021-11-30,16.9
Región de Coquimbo,2021-12-07,17.1
Región de Coquimbo,2021-12-14,19.0
Región de Coquimbo,2021-12-21,22.3
Región de Coquimbo,2021-12-28,20.0
Región de Coquimbo,2022-01-04,19.75
Región de Coquimbo,2022-01-11,19.950000000000003
Región de Coquimbo,2022-01-18,19.25
Región de Coquimbo,2022-01-25,17.8
Región de Coquimbo,2022-02-01,19.299999999999997
Región de Coquimbo,2022-02-08,18.8
Región de Coquimbo,2022-02-15,18.35
Región de Coquimbo,2022-02-22,18.8
Región de Coquimbo,2022-03-01,19.1
Región de Coquimbo,2022-03-08,16.950000000000003
Región de Coquimbo,2022-03-15,17.0
Región de Coquimbo,2022-03-22,16.35
Región de Coquimbo,2022-03-29,15.6
Región de Coquimbo,2022-04-05,15.85
Región de Coquimbo,2022-04-12,12.850000000000001
Región de Coquimbo,2022-04-19,14.3
Región de Coquimbo,2022-04-26,13.85
Región de Coquimbo,2022-05-03,12.7
Región de Coquimbo,2022-05-10,12.600000000000001
Región de Coquimbo,2022-05-17,12.7
Región de Coquimbo,2022-05-24,11.75
Región de Coquimbo,2022-05-31,11.1
Región de Coquimbo,2022-06-07,11.1
Región de Coquimbo,2022-06-14,8.65
Región de Coquimbo,2022-06-21,9.55
Región de Coquimbo,2022-06-28,9.5
Región de Coquimbo,2022-07-05,9.15
Región de Coquimbo,2022-07-12,8.45
Región de Coquimbo,2022-07-19,10.55
Región de Coquimbo,2022-07-26,10.5
Región de Coquimbo,2022-08-02,9.95
Región de Coquimbo,2022-08-09,10.85
Región de Coquimbo,2022-08-16,12.1
Región de Coquimbo,2022-08-23,12.149999999999999
Región de Coquimbo,2022-08-30,11.350000000000001
Región de Coquimbo,2022-09-06,10.45
Región de Coquimbo,2022-09-13,11.649999999999999
Región de Coquimbo,2022-09-20,11.65
Región de Coquimbo,2022-09-27,12.75
Región de Coquimbo,2022-10-04,14.0
Región de Coquimbo,2022-10-11,13.95
Región de Coquimbo,2022-10-18,14.600000000000001
Región de Coquimbo,2022-10-25,14.75
Región de Coquimbo,2022-11-01,16.0
Región de Coquimbo,2022-11-08,14.45
Región de Coquimbo,2022-11-15,17.8
Región de Coquimbo,2022-11-22,17.9
Región de Coquimbo,2022-11-29,17.1
Región de Coquimbo,2022-12-06,19.75
Región de Coquimbo,2022-12-13,19.3
Región de Coquimbo,2022-12-20,19.5
Región de Coquimbo,2022-12-27,19.0
Región de Coquimbo,2023-01-03,19.15
Región de Coquimbo,2023-01-10,18.5
Región de Coquimbo,2023-01-17,18.75
Región de Coquimbo,2023-01-24,19.25
Región de Coquimbo,2023-01-31,20.75
Región de Coquimbo,2023-02-07,20.6
Región de Coquimbo,2023-02-14,20.6
Región de Coquimbo,2023-02-21,19.0
Región de Coquimbo,2023-02-28,18.65
Región de Coquimbo,2023-03-07,19.200000000000003
Región de Coquimbo,2023-03-14,19.6
Región de Coquimbo,2023-03-21,19.049999999999997
Región de Coquimbo,2023-03-28,18.6
Región de Coquimbo,2023-04-04,17.45
Región de Coquimbo,2023-04-11,14.85
Región de Coquimbo,2023-04-18,14.65
Región de Coquimbo,2023-04-25,14.399999999999999
Región de Coquimbo,2023-05-02,11.4
Región de Coquimbo,2023-05-09,15.8
Región de Coquimbo,2023-05-16,13.9
Región de Coquimbo,2023-05-23,13.5
Región de Coquimbo,2023-05-30,13.7
Región de Coquimbo,2023-06-06,12.7
Región de Coquimbo,2023-06-13,11.55
Región de Coquimbo,2023-06-20,15.350000000000001
Región de Coquimbo,2023-06-27,13.2
Región de Coquimbo,2023-07-04,10.6
Región de Coquimbo,2023-07-11,12.3
Región de Coquimbo,2023-07-18,12.8
Región de Coquimbo,2023-07-25,12.95
Región de Coquimbo,2023-08-01,12.3
Región de Coquimbo,2023-08-08,13.8
Región de Coquimbo,2023-08-15,14.100000000000001
Región de Coquimbo,2023-08-22,14.3
Región de Coquimbo,2023-08-29,13.9
Región de Coquimbo,2023-09-05,15.2
Región de Coquimbo,2023-09-12,14.4
Región de Coquimbo,2023-09-19,16.1
Región de Coquimbo,2023-09-26,13.7
Región de Coquimbo,2023-10-03,14.4
Región de Coquimbo,2023-10-10,14.5
Región de Coquimbo,2023-10-17,15.2
Región de Coquimbo,2023-10-24,14.65
Región de Coquimbo,2023-10-31,15.5
Región de Coquimbo,2023-11-07,16.2
Región de Coquimbo,2023-11-14,15.2
Región de Coquimbo,2023-11-21,17.25
Región de Coquimbo,2023-11-28,17.1
Región de Coquimbo,2023-12-05,18.55
Región de Coquimbo,2023-12-12,19.2
Región de Coquimbo,2023-12-19,17.549999999999997
Región de Coquimbo,2023-12-26,19.3
Región de Coquimbo,2024-01-02,19.5
Región de Coquimbo,2024-01-09,20.1
Región de Coquimbo,2024-01-16,21.1
Región de Coquimbo,2024-01-23,20.85
Región de Coquimbo,2024-01-30,21.049999999999997
Región de Coquimbo,2024-02-06,22.15
Región de Coquimbo,2024-02-13,20.2
Región de Coquimbo,2024-02-20,19.950000000000003
Región de Coquimbo,2024-02-27,19.65
Región de Coquimbo,2024-03-05,18.799999999999997
Región de Coquimbo,2024-03-12,18.6
Región de Coquimbo,2024-03-19,19.049999999999997
Región de Coquimbo,2024-03-26,19.65
Región de Coquimbo,2024-04-02,17.200000000000003
Región de Coquimbo,2024-04-09,15.05
Región de Coquimbo,2024-04-16,16.5
Región de Coquimbo,2024-04-23,15.1
Región de Coquimbo,2024-04-30,12.4
Región de Coquimbo,2024-05-07,10.8
Región de Coquimbo,2024-05-14,10.3
Región de Coquimbo,2024-05-21,12.2
Región de Coquimbo,2024-05-28,13.2
Región de Coquimbo,2024-06-04,12.25
Región de Coquimbo,2024-06-11,11.1
Región de Coquimbo,2024-06-18,10.55
Región de Coquimbo,2024-06-25,11.3
Región de Coquimbo,2024-07-02,9.4
Región de Coquimbo,2024-07-09,8.0
Región de Coquimbo,2024-07-16,10.3
Región de Coquimbo,2024-07-23,11.2
Región de Coquimbo,2024-07-30,10.8
Región de Coquimbo,2024-08-06,11.1
Región de Coquimbo,2024-08-13,10.7
Región de Coquimbo,2024-08-20,8.4
Región de Coquimbo,2024-08-27,11.2
Región de Coquimbo,2024-09-03,12.3
Región de Coquimbo,2024-09-10,12.7
Región de Coquimbo,2024-09-17,13.4
Región de Coquimbo,2024-09-24,13.1
Región de Coquimbo,2024-10-01,14.9
Región de Coquimbo,2024-10-08,15.0
Región de Coquimbo,2024-10-15,14.7
Región de Coquimbo,2024-10-22,14.899999999999999
Región de Coquimbo,2024-10-29,15.05
Región de Coquimbo,2024-11-05,17.15
Región de Coquimbo,2024-11-12,16.25
Región de Coquimbo,2024-11-19,16.5
Región de Coquimbo,2024-11-26,17.0
Región de Coquimbo,2024-12-03,16.6
Región de Coquimbo,2024-12-10,17.6
Región de Coquimbo,2024-12-17,19.2
Región de Coquimbo,2024-12-24,19.0
Región de Coquimbo,2024-12-31,19.65
Región de Coquimbo,2025-01-07,19.8
Región de Coquimbo,2025-01-14,20.2
Región de Coquimbo,2025-01-21,20.0
Región de Coquimbo,2025-01-28,19.1
Región de Coquimbo,2025-02-04,20.8
Región de Coquimbo,2025-02-11,18.1
Región de Coquimbo,2025-02-18,19.5
Región de Coquimbo,2025-02-25,18.9
Región de Coquimbo,2025-03-04,18.8
Región de Coquimbo,2025-03-11,17.7
Región de Coquimbo,2025-03-18,17.1
Región de Coquimbo,2025-03-25,16.9
Región de Coquimbo,2025-04-01,15.6
Región de Coquimbo,2025-04-08,15.2
Región de Coquimbo,2025-04-15,14.9
Región de Coquimbo,2025-04-22,14.8
Región de Coquimbo,2025-04-29,13.5
Región de Coquimbo,2025-05-06,13.1
Región de Coquimbo,2025-05-13,11.8
Región de Coquimbo,2025-05-20,13.9
