RegionNombre,Semana,Atenciones_Urg
Región de Valparaíso,2024-05-14,18293
Región de Valparaíso,2024-05-21,17796
Región de Valparaíso,2024-05-28,12673
Región de Valparaíso,2024-06-04,11061
Región de Valparaíso,2024-06-11,7949
Región de Valparaíso,2024-06-18,6070
Región de Valparaíso,2024-06-25,5366
Región de Valparaíso,2024-07-02,5367
Región de Valparaíso,2024-07-09,6349
Región de Valparaíso,2024-07-16,8828
Región de Valparaíso,2024-07-23,11030
Región de Valparaíso,2024-07-30,10616
Región de Valparaíso,2024-08-06,11854
Región de Valparaíso,2024-08-13,11839
Región de Valparaíso,2024-08-20,12798
Región de Valparaíso,2024-08-27,12246
Región de Valparaíso,2024-09-03,12556
Región de Valparaíso,2024-09-10,11556
Región de Valparaíso,2024-09-17,12007
Región de Valparaíso,2024-09-24,11759
Región de Valparaíso,2024-10-01,11294
Región de Valparaíso,2024-10-08,11413
Región de Valparaíso,2024-10-15,11231
Región de Valparaíso,2024-10-22,11233
Región de Valparaíso,2024-10-29,10803
Región de Valparaíso,2024-11-05,10086
Región de Valparaíso,2024-11-12,9703
Región de Valparaíso,2024-11-19,9969
Región de Valparaíso,2024-11-26,9493
Región de Valparaíso,2024-12-03,8969
Región de Valparaíso,2024-12-10,7521
Región de Valparaíso,2024-12-17,5993
Región de Valparaíso,2024-12-24,5635
Región de Valparaíso,2024-12-31,5074
Región de Valparaíso,2025-01-07,4474
Región de Valparaíso,2025-01-14,3950
Región de Valparaíso,2025-01-21,3900
Región de Valparaíso,2025-01-28,3811
Región de Valparaíso,2025-02-04,4014
Región de Valparaíso,2025-02-11,4152
Región de Valparaíso,2025-02-18,4420
Región de Valparaíso,2025-02-25,4364
Región de Valparaíso,2025-03-04,5391
Región de Valparaíso,2025-03-11,8976
Región de Valparaíso,2025-03-18,11613
Región de Valparaíso,2025-03-25,10777
Región de Valparaíso,2025-04-01,9978
Región de Valparaíso,2025-04-08,10398
Región de Valparaíso,2025-04-15,11441
Región de Valparaíso,2025-04-22,11538
Región de Valparaíso,2025-04-29,11621
Región de Valparaíso,2025-05-06,10588
Región de Valparaíso,2025-05-13,11319
Región de Valparaíso,2025-05-20,10919
Región de Valparaíso,2025-05-27,10653
Región de Valparaíso,2025-06-03,10750
Región de Valparaíso,2025-06-10,9848
Región de Valparaíso,2025-06-17,9061
Región de Valparaíso,2025-06-24,7468
Región de Valparaíso,2025-07-01,6620
Región de Valparaíso,2025-07-08,7189
Región de Valparaíso,2025-07-15,9029
Región de Valparaíso,2025-07-22,10455
Región de Valparaíso,2025-07-29,9818
Región de Valparaíso,2025-08-05,10228
Región de Valparaíso,2025-08-12,10930
Región de Valparaíso,2025-08-19,10290
Región de Valparaíso,2025-08-26,9775
Región de Valparaíso,2025-09-02,10220
Región de Valparaíso,2025-09-09,10333
Región de Valparaíso,2025-09-16,9846
Región de Valparaíso,2025-09-23,10241
Región de Valparaíso,2025-09-30,10040
Región de Valparaíso,2025-10-07,11444
Región de Valparaíso,2025-10-14,11203
Región de Valparaíso,2025-10-21,11391
Región de Valparaíso,2025-10-28,10944
Región de Valparaíso,2025-11-04,11297
Región de Valparaíso,2025-11-11,10525
Región de Valparaíso,2025-11-18,9595
Región de Valparaíso,2025-11-25,8450
Región de Valparaíso,2025-12-02,7587
Región de Valparaíso,2025-12-09,6796
Región de Valparaíso,2025-12-16,5996
Región de Valparaíso,2025-12-23,5787
Región de Valparaíso,2025-12-30,1236
Región de Ñuble,2020-12-29,206
Región de Ñuble,2021-01-05,322
Región de Ñuble,2021-01-12,290
Región de Ñuble,2021-01-19,282
Región de Ñuble,2021-01-26,288
Región de Ñuble,2021-02-02,286
Región de Ñuble,2021-02-09,235
Región de Ñuble,2021-02-16,288
Región de Ñuble,2021-02-23,298
Región de Ñuble,2021-03-02,296
Región de Ñuble,2021-03-09,295
Región de Ñuble,2021-03-16,354
Región de Ñuble,2021-03-23,332
Región de Ñuble,2021-03-30,312
Región de Ñuble,2021-04-06,285
Región de Ñuble,2021-04-13,346
Región de Ñuble,2021-04-20,376
Región de Ñuble,2021-04-27,306
Región de Ñuble,2021-05-04,301
Región de Ñuble,2021-05-11,402
Región de Ñuble,2021-05-18,415
Región de Ñuble,2021-05-25,398
Región de Ñuble,2021-06-01,442
Región de Ñuble,2021-06-08,433
Región de Ñuble,2021-06-15,474
Región de Ñuble,2021-06-22,448
Región de Ñuble,2021-06-29,517
Región de Ñuble,2021-07-06,433
Región de Ñuble,2021-07-13,512
Región de Ñuble,2021-07-20,494
Región de Ñuble,2021-07-27,456
Región de Ñuble,2021-08-03,487
Región de Ñuble,2021-08-10,527
Región de Ñuble,2021-08-17,468
Región de Ñuble,2021-08-24,456
Región de Ñuble,2021-08-31,408
Región de Ñuble,2021-09-07,474
Región de Ñuble,2021-09-14,506
Región de Ñuble,2021-09-21,610
Región de Ñuble,2021-09-28,644
Región de Ñuble,2021-10-05,656
Región de Ñuble,2021-10-12,641
Región de Ñuble,2021-10-19,671
Región de Ñuble,2021-10-26,676
Región de Ñuble,2021-11-02,678
Región de Ñuble,2021-11-09,726
Región de Ñuble,2021-11-16,764
Región de Ñuble,2021-11-23,856
Región de Ñuble,2021-11-30,749
Región de Ñuble,2021-12-07,652
Región de Ñuble,2021-12-14,652
Región de Ñuble,2021-12-21,712
Región de Ñuble,2021-12-28,783
Región de Ñuble,2022-01-04,836
Región de Ñuble,2022-01-11,926
Región de Ñuble,2022-01-18,1135
Región de Ñuble,2022-01-25,1048
Región de Ñuble,2022-02-01,1023
Región de Ñuble,2022-02-08,982
Región de Ñuble,2022-02-15,732
Región de Ñuble,2022-02-22,575
Región de Ñuble,2022-03-01,554
Región de Ñuble,2022-03-08,782
Región de Ñuble,2022-03-15,938
Región de Ñuble,2022-03-22,1015
Región de Ñuble,2022-03-29,1048
Región de Ñuble,2022-04-05,1091
Región de Ñuble,2022-04-12,1130
Región de Ñuble,2022-04-19,1196
Región de Ñuble,2022-04-26,1309
Región de Ñuble,2022-05-03,1679
Región de Ñuble,2022-05-10,1871
Región de Ñuble,2022-05-17,2068
Región de Ñuble,2022-05-24,2171
Región de Ñuble,2022-05-31,2228
Región de Ñuble,2022-06-07,2272
Región de Ñuble,2022-06-14,2063
Región de Ñuble,2022-06-21,2424
Región de Ñuble,2022-06-28,2006
Región de Ñuble,2022-07-05,1667
Región de Ñuble,2022-07-12,1231
Región de Ñuble,2022-07-19,1308
Región de Ñuble,2022-07-26,1348
Región de Ñuble,2022-08-02,1736
Región de Ñuble,2022-08-09,2056
Región de Ñuble,2022-08-16,2336
Región de Ñuble,2022-08-23,2080
Región de Ñuble,2022-08-30,2072
Región de Ñuble,2022-09-06,2040
Región de Ñuble,2022-09-13,1917
Región de Ñuble,2022-09-20,2703
Región de Ñuble,2022-09-27,2405
Región de Ñuble,2022-10-04,2816
Región de Ñuble,2022-10-11,3170
Región de Ñuble,2022-10-18,3289
Región de Ñuble,2022-10-25,3482
Región de Ñuble,2022-11-01,3663
Región de Ñuble,2022-11-08,2975
Región de Ñuble,2022-11-15,2983
Región de Ñuble,2022-11-22,2601
Región de Ñuble,2022-11-29,2631
Región de Ñuble,2022-12-06,2322
Región de Ñuble,2022-12-13,1865
Región de Ñuble,2022-12-20,1554
Región de Ñuble,2022-12-27,1614
Región de Ñuble,2023-01-03,1614
Región de Ñuble,2023-01-10,1376
Región de Ñuble,2023-01-17,1239
Región de Ñuble,2023-01-24,1191
Región de Ñuble,2023-01-31,1048
Región de Ñuble,2023-02-07,1060
Región de Ñuble,2023-02-14,1129
Región de Ñuble,2023-02-21,1157
Región de Ñuble,2023-02-28,1224
Región de Ñuble,2023-03-07,2420
Región de Ñuble,2023-03-14,3967
Región de Ñuble,2023-03-21,3509
Región de Ñuble,2023-03-28,2832
Región de Ñuble,2023-04-04,2823
Región de Ñuble,2023-04-11,2757
Región de Ñuble,2023-04-18,3339
Región de Ñuble,2023-04-25,3793
Región de Ñuble,2023-05-02,4629
Región de Ñuble,2023-05-09,5050
Región de Ñuble,2023-05-16,5394
Región de Ñuble,2023-05-23,4873
Región de Ñuble,2023-05-30,4515
Región de Ñuble,2023-06-06,3886
Región de Ñuble,2023-06-13,3604
Región de Ñuble,2023-06-20,3048
Región de Ñuble,2023-06-27,2289
Región de Ñuble,2023-07-04,1886
Región de Ñuble,2023-07-11,1644
Región de Ñuble,2023-07-18,1886
Región de Ñuble,2023-07-25,2274
Región de Ñuble,2023-08-01,2993
Región de Ñuble,2023-08-08,3708
Región de Ñuble,2023-08-15,3789
Región de Ñuble,2023-08-22,3530
Región de Ñuble,2023-08-29,3418
Región de Ñuble,2023-09-05,3799
Región de Ñuble,2023-09-12,3909
Región de Ñuble,2023-09-19,4954
Región de Ñuble,2023-09-26,4405
Región de Ñuble,2023-10-03,4836
Región de Ñuble,2023-10-10,5049
Región de Ñuble,2023-10-17,4975
Región de Ñuble,2023-10-24,4639
Región de Ñuble,2023-10-31,4668
Región de Ñuble,2023-11-07,4122
Región de Ñuble,2023-11-14,4130
Región de Ñuble,2023-11-21,3694
Región de Ñuble,2023-11-28,3744
Región de Ñuble,2023-12-05,3577
Región de Ñuble,2023-12-12,3137
Región de Ñuble,2023-12-19,2669
Región de Ñuble,2023-12-26,2348
Región de Ñuble,2024-01-02,1760
Región de Ñuble,2024-01-09,1454
Región de Ñuble,2024-01-16,1261
Región de Ñuble,2024-01-23,1228
Región de Ñuble,2024-01-30,1260
Región de Ñuble,2024-02-06,1371
Región de Ñuble,2024-02-13,1418
Región de Ñuble,2024-02-20,1600
Región de Ñuble,2024-02-27,1690
Región de Ñuble,2024-03-05,1739
Región de Ñuble,2024-03-12,2661
Región de Ñuble,2024-03-19,2923
Región de Ñuble,2024-03-26,2428
Región de Ñuble,2024-04-02,2586
Región de Ñuble,2024-04-09,2803
Región de Ñuble,2024-04-16,3308
Región de Ñuble,2024-04-23,4024
Región de Ñuble,2024-04-30,5022
Región de Ñuble,2024-05-07,5719
Región de Ñuble,2024-05-14,6466
Región de Ñuble,2024-05-21,5309
Región de Ñuble,2024-05-28,3187
Región de Ñuble,2024-06-04,2255
Región de Ñuble,2024-06-11,1573
Región de Ñuble,2024-06-18,1443
Región de Ñuble,2024-06-25,1343
Región de Ñuble,2024-07-02,1331
Región de Ñuble,2024-07-09,1482
Región de Ñuble,2024-07-16,2452
Región de Ñuble,2024-07-23,3315
Región de Ñuble,2024-07-30,3130
Región de Ñuble,2024-08-06,3202
Región de Ñuble,2024-08-13,3469
Región de Ñuble,2024-08-20,3519
Región de Ñuble,2024-08-27,3421
Región de Ñuble,2024-09-03,3678
Región de Ñuble,2024-09-10,3841
Región de Ñuble,2024-09-17,4223
Región de Ñuble,2024-09-24,3639
Región de Ñuble,2024-10-01,3583
Región de Ñuble,2024-10-08,3799
Región de Ñuble,2024-10-15,3969
Región de Ñuble,2024-10-22,3928
Región de Ñuble,2024-10-29,4115
Región de Ñuble,2024-11-05,3847
Región de Ñuble,2024-11-12,3915
Región de Ñuble,2024-11-19,4164
Región de Ñuble,2024-11-26,4641
Región de Ñuble,2024-12-03,4384
Región de Ñuble,2024-12-10,3339
Región de Ñuble,2024-12-17,2648
Región de Ñuble,2024-12-24,2287
Región de Ñuble,2024-12-31,1894
Región de Ñuble,2025-01-07,1416
Región de Ñuble,2025-01-14,1301
Región de Ñuble,2025-01-21,1193
Región de Ñuble,2025-01-28,1119
Región de Ñuble,2025-02-04,1092
Región de Ñuble,2025-02-11,1200
Región de Ñuble,2025-02-18,1259
Región de Ñuble,2025-02-25,1161
Región de Ñuble,2025-03-04,1351
Región de Ñuble,2025-03-11,2650
Región de Ñuble,2025-03-18,3725
Región de Ñuble,2025-03-25,2906
Región de Ñuble,2025-04-01,2735
Región de Ñuble,2025-04-08,2658
Región de Ñuble,2025-04-15,3030
Región de Ñuble,2025-04-22,3293
Región de Ñuble,2025-04-29,3854
Región de Ñuble,2025-05-06,3798
Región de Ñuble,2025-05-13,4381
Región de Ñuble,2025-05-20,4457
Región de Ñuble,2025-05-27,3993
Región de Ñuble,2025-06-03,3747
Región de Ñuble,2025-06-10,3281
Región de Ñuble,2025-06-17,3370
Región de Ñuble,2025-06-24,2589
Región de Ñuble,2025-07-01,2252
Región de Ñuble,2025-07-08,2162
Región de Ñuble,2025-07-15,2642
Región de Ñuble,2025-07-22,3187
Región de Ñuble,2025-07-29,3203
Región de Ñuble,2025-08-05,3638
Región de Ñuble,2025-08-12,3917
Región de Ñuble,2025-08-19,3678
Región de Ñuble,2025-08-26,3573
Región de Ñuble,2025-09-02,3704
Región de Ñuble,2025-09-09,3894
Región de Ñuble,2025-09-16,4128
Región de Ñuble,2025-09-23,3766
Región de Ñuble,2025-09-30,3724
Región de Ñuble,2025-10-07,3897
Región de Ñuble,2025-10-14,3970
Región de Ñuble,2025-10-21,4003
Región de Ñuble,2025-10-28,4231
Región de Ñuble,2025-11-04,4012
Región de Ñuble,2025-11-11,4234
Región de Ñuble,2025-11-18,4159
Región de Ñuble,2025-11-25,3938
Región de Ñuble,2025-12-02,3708
Región de Ñuble,2025-12-09,3159
Región de Ñuble,2025-12-16,2746
Región de Ñuble,2025-12-23,2548
Región de Ñuble,2025-12-30,498
Región del Bíobío,2020-12-29,1026
Región del Bíobío,2021-01-05,1805
Región del Bíobío,2021-01-12,1709
Región del Bíobío,2021-01-19,1494
Región del Bíobío,2021-01-26,1430
Región del Bíobío,2021-02-02,1375
Región del Bíobío,2021-02-09,1419
Región del Bíobío,2021-02-16,1576
Región del Bíobío,2021-02-23,1685
Región del Bíobío,2021-03-02,1933
Región del Bíobío,2021-03-09,2033
Región del Bíobío,2021-03-16,1973
Región del Bíobío,2021-03-23,2079
Región del Bíobío,2021-03-30,1785
Región del Bíobío,2021-04-06,1706
Región del Bíobío,2021-04-13,1669
Región del Bíobío,2021-04-20,1603
Región del Bíobío,2021-04-27,1540
Región del Bíobío,2021-05-04,1535
Región del Bíobío,2021-05-11,1812
Región del Bíobío,2021-05-18,2167
Región del Bíobío,2021-05-25,2336
Región del Bíobío,2021-06-01,2324
Región del Bíobío,2021-06-08,2274
Región del Bíobío,2021-06-15,2317
Región del Bíobío,2021-06-22,2620
Región del Bíobío,2021-06-29,2623
Región del Bíobío,2021-07-06,2581
Región del Bíobío,2021-07-13,2711
Región del Bíobío,2021-07-20,2927
Región del Bíobío,2021-07-27,2859
Región del Bíobío,2021-08-03,2729
Región del Bíobío,2021-08-10,2785
Región del Bíobío,2021-08-17,2531
Región del Bíobío,2021-08-24,2466
Región del Bíobío,2021-08-31,2237
Región del Bíobío,2021-09-07,2493
Región del Bíobío,2021-09-14,2614
Región del Bíobío,2021-09-21,3276
Región del Bíobío,2021-09-28,3133
Región del Bíobío,2021-10-05,3216
Región del Bíobío,2021-10-12,3579
Región del Bíobío,2021-10-19,3889
Región del Bíobío,2021-10-26,4137
Región del Bíobío,2021-11-02,4821
Región del Bíobío,2021-11-09,4832
Región del Bíobío,2021-11-16,4883
Región del Bíobío,2021-11-23,4759
Región del Bíobío,2021-11-30,4618
Región del Bíobío,2021-12-07,4748
Región del Bíobío,2021-12-14,4438
Región del Bíobío,2021-12-21,4299
Región del Bíobío,2021-12-28,4443
Región del Bíobío,2022-01-04,4673
Región del Bíobío,2022-01-11,4502
Región del Bíobío,2022-01-18,4846
Región del Bíobío,2022-01-25,4816
Región del Bíobío,2022-02-01,5550
Región del Bíobío,2022-02-08,5645
Región del Bíobío,2022-02-15,5522
Región del Bíobío,2022-02-22,4557
Región del Bíobío,2022-03-01,4228
Región del Bíobío,2022-03-08,4836
Región del Bíobío,2022-03-15,6837
Región del Bíobío,2022-03-22,7013
Región del Bíobío,2022-03-29,6386
Región del Bíobío,2022-04-05,6470
Región del Bíobío,2022-04-12,7126
Región del Bíobío,2022-04-19,7932
Región del Bíobío,2022-04-26,8984
Región del Bíobío,2022-05-03,10665
Región del Bíobío,2022-05-10,12577
Región del Bíobío,2022-05-17,12725
Región del Bíobío,2022-05-24,13055
Región del Bíobío,2022-05-31,12304
Región del Bíobío,2022-06-07,12130
Región del Bíobío,2022-06-14,11765
Región del Bíobío,2022-06-21,12515
Región del Bíobío,2022-06-28,10025
Región del Bíobío,2022-07-05,8573
Región del Bíobío,2022-07-12,7015
Región del Bíobío,2022-07-19,7052
Región del Bíobío,2022-07-26,8017
Región del Bíobío,2022-08-02,9779
Región del Bíobío,2022-08-09,12521
Región del Bíobío,2022-08-16,13506
Región del Bíobío,2022-08-23,12548
Región del Bíobío,2022-08-30,11537
Región del Bíobío,2022-09-06,10585
Región del Bíobío,2022-09-13,8699
Región del Bíobío,2022-09-20,10556
Región del Bíobío,2022-09-27,9257
Región del Bíobío,2022-10-04,10596
Región del Bíobío,2022-10-11,14873
Región del Bíobío,2022-10-18,17704
Región del Bíobío,2022-10-25,17337
Región del Bíobío,2022-11-01,19269
Región del Bíobío,2022-11-08,16388
Región del Bíobío,2022-11-15,15100
Región del Bíobío,2022-11-22,13482
Región del Bíobío,2022-11-29,11657
Región del Bíobío,2022-12-06,10437
Región del Bíobío,2022-12-13,8376
Región del Bíobío,2022-12-20,8018
Región del Bíobío,2022-12-27,7410
Región del Bíobío,2023-01-03,7058
Región del Bíobío,2023-01-10,5639
Región del Bíobío,2023-01-17,4713
Región del Bíobío,2023-01-24,4549
Región del Bíobío,2023-01-31,4467
Región del Bíobío,2023-02-07,4589
Región del Bíobío,2023-02-14,4562
Región del Bíobío,2023-02-21,4885
Región del Bíobío,2023-02-28,4979
Región del Bíobío,2023-03-07,9208
Región del Bíobío,2023-03-14,14790
Región del Bíobío,2023-03-21,13767
Región del Bíobío,2023-03-28,12249
Región del Bíobío,2023-04-04,11618
Región del Bíobío,2023-04-11,12877
Región del Bíobío,2023-04-18,14914
Región del Bíobío,2023-04-25,16740
Región del Bíobío,2023-05-02,20924
Región del Bíobío,2023-05-09,21226
Región del Bíobío,2023-05-16,22125
Región del Bíobío,2023-05-23,19145
Región del Bíobío,2023-05-30,16305
Región del Bíobío,2023-06-06,13633
Región del Bíobío,2023-06-13,13326
Región del Bíobío,2023-06-20,10984
Región del Bíobío,2023-06-27,9280
Región del Bíobío,2023-07-04,8091
Región del Bíobío,2023-07-11,7697
Región del Bíobío,2023-07-18,8231
Región del Bíobío,2023-07-25,9906
Región del Bíobío,2023-08-01,12321
Región del Bíobío,2023-08-08,14622
Región del Bíobío,2023-08-15,15101
Región del Bíobío,2023-08-22,14883
Región del Bíobío,2023-08-29,15255
Región del Bíobío,2023-09-05,15901
Región del Bíobío,2023-09-12,14925
Región del Bíobío,2023-09-19,19535
Región del Bíobío,2023-09-26,17088
Región del Bíobío,2023-10-03,17671
Región del Bíobío,2023-10-10,19248
Región del Bíobío,2023-10-17,18387
Región del Bíobío,2023-10-24,16486
Región del Bíobío,2023-10-31,15852
Región del Bíobío,2023-11-07,14223
Región del Bíobío,2023-11-14,13933
Región del Bíobío,2023-11-21,12858
Región del Bíobío,2023-11-28,11829
Región del Bíobío,2023-12-05,11320
Región del Bíobío,2023-12-12,10247
Región del Bíobío,2023-12-19,8741
Región del Bíobío,2023-12-26,8278
Región del Bíobío,2024-01-02,7277
Región del Bíobío,2024-01-09,6061
Región del Bíobío,2024-01-16,5432
Región del Bíobío,2024-01-23,5524
Región del Bíobío,2024-01-30,5408
Región del Bíobío,2024-02-06,6086
Región del Bíobío,2024-02-13,6714
Región del Bíobío,2024-02-20,7276
Región del Bíobío,2024-02-27,7516
Región del Bíobío,2024-03-05,8398
Región del Bíobío,2024-03-12,13090
Región del Bíobío,2024-03-19,13830
Región del Bíobío,2024-03-26,12101
Región del Bíobío,2024-04-02,12699
Región del Bíobío,2024-04-09,14868
Región del Bíobío,2024-04-16,17088
Región del Bíobío,2024-04-23,18840
Región del Bíobío,2024-04-30,19987
Región del Bíobío,2024-05-07,19832
Región del Bíobío,2024-05-14,21084
Región del Bíobío,2024-05-21,19849
Región del Bíobío,2024-05-28,13915
Región del Bíobío,2024-06-04,10691
Región del Bíobío,2024-06-11,6723
Región del Bíobío,2024-06-18,6097
Región del Bíobío,2024-06-25,5662
Región del Bíobío,2024-07-02,6180
Región del Bíobío,2024-07-09,7447
Región del Bíobío,2024-07-16,11567
Región del Bíobío,2024-07-23,14073
Región del Bíobío,2024-07-30,12676
Región del Bíobío,2024-08-06,13355
Región del Bíobío,2024-08-13,14853
Región del Bíobío,2024-08-20,15619
Región del Bíobío,2024-08-27,15703
Región del Bíobío,2024-09-03,16570
Región del Bíobío,2024-09-10,16831
Región del Bíobío,2024-09-17,15638
Región del Bíobío,2024-09-24,15887
Región del Bíobío,2024-10-01,15406
Región del Bíobío,2024-10-08,16077
Región del Bíobío,2024-10-15,16463
Región del Bíobío,2024-10-22,15626
Región del Bíobío,2024-10-29,15111
Región del Bíobío,2024-11-05,14993
Región del Bíobío,2024-11-12,15173
Región del Bíobío,2024-11-19,16276
Región del Bíobío,2024-11-26,16994
Región del Bíobío,2024-12-03,17128
Región del Bíobío,2024-12-10,14175
Región del Bíobío,2024-12-17,11203
Región del Bíobío,2024-12-24,9956
Región del Bíobío,2024-12-31,7587
Región del Bíobío,2025-01-07,5935
Región del Bíobío,2025-01-14,4903
Región del Bíobío,2025-01-21,4449
Región del Bíobío,2025-01-28,3915
Región del Bíobío,2025-02-04,3798
Región del Bíobío,2025-02-11,3844
Región del Bíobío,2025-02-18,4037
Región del Bíobío,2025-02-25,4099
Región del Bíobío,2025-03-04,4771
Región del Bíobío,2025-03-11,9847
Región del Bíobío,2025-03-18,15134
Región del Bíobío,2025-03-25,12984
Región del Bíobío,2025-04-01,12492
Región del Bíobío,2025-04-08,13380
Región del Bíobío,2025-04-15,14233
Región del Bíobío,2025-04-22,14865
Región del Bíobío,2025-04-29,15221
Región del Bíobío,2025-05-06,14595
Región del Bíobío,2025-05-13,15581
Región del Bíobío,2025-05-20,16167
Región del Bíobío,2025-05-27,15599
Región del Bíobío,2025-06-03,15174
Región del Bíobío,2025-06-10,13290
Región del Bíobío,2025-06-17,12019
Región del Bíobío,2025-06-24,10493
Región del Bíobío,2025-07-01,8971
Región del Bíobío,2025-07-08,9495
Región del Bíobío,2025-07-15,10836
Región del Bíobío,2025-07-22,12593
Región del Bíobío,2025-07-29,11608
Región del Bíobío,2025-08-05,12545
Región del Bíobío,2025-08-12,13435
Región del Bíobío,2025-08-19,13521
Región del Bíobío,2025-08-26,13098
Región del Bíobío,2025-09-02,14580
Región del Bíobío,2025-09-09,14223
Región del Bíobío,2025-09-16,13284
Región del Bíobío,2025-09-23,14442
Región del Bíobío,2025-09-30,14512
Región del Bíobío,2025-10-07,16112
Región del Bíobío,2025-10-14,16078
Región del Bíobío,2025-10-21,16612
Región del Bíobío,2025-10-28,15731
Región del Bíobío,2025-11-04,15102
Región del Bíobío,2025-11-11,14863
Región del Bíobío,2025-11-18,14114
Región del Bíobío,2025-11-25,12689
Región del Bíobío,2025-12-02,11642
Región del Bíobío,2025-12-09,10076
Región del Bíobío,2025-12-16,8864
Región del Bíobío,2025-12-23,8434
Región del Bíobío,2025-12-30,1823
Región del Libertador Gral. B. O'Higgins,2020-12-29,738
Región del Libertador Gral. B. O'Higgins,2021-01-05,1087
Región del Libertador Gral. B. O'Higgins,2021-01-12,914
Región del Libertador Gral. B. O'Higgins,2021-01-19,861
Región del Libertador Gral. B. O'Higgins,2021-01-26,796
Región del Libertador Gral. B. O'Higgins,2021-02-02,827
Región del Libertador Gral. B. O'Higgins,2021-02-09,846
Región del Libertador Gral. B. O'Higgins,2021-02-16,856
Región del Libertador Gral. B. O'Higgins,2021-02-23,892
Región del Libertador Gral. B. O'Higgins,2021-03-02,952
Región del Libertador Gral. B. O'Higgins,2021-03-09,1061
Región del Libertador Gral. B. O'Higgins,2021-03-16,1251
Región del Libertador Gral. B. O'Higgins,2021-03-23,1309
Región del Libertador Gral. B. O'Higgins,2021-03-30,1009
Región del Libertador Gral. B. O'Higgins,2021-04-06,1050
Región del Libertador Gral. B. O'Higgins,2021-04-13,1018
Región del Libertador Gral. B. O'Higgins,2021-04-20,960
Región del Libertador Gral. B. O'Higgins,2021-04-27,858
Región del Libertador Gral. B. O'Higgins,2021-05-04,933
Región del Libertador Gral. B. O'Higgins,2021-05-11,1176
Región del Libertador Gral. B. O'Higgins,2021-05-18,1217
Región del Libertador Gral. B. O'Higgins,2021-05-25,1385
Región del Libertador Gral. B. O'Higgins,2021-06-01,1478
Región del Libertador Gral. B. O'Higgins,2021-06-08,1471
Región del Libertador Gral. B. O'Higgins,2021-06-15,1396
Región del Libertador Gral. B. O'Higgins,2021-06-22,1390
Región del Libertador Gral. B. O'Higgins,2021-06-29,1355
Región del Libertador Gral. B. O'Higgins,2021-07-06,1333
Región del Libertador Gral. B. O'Higgins,2021-07-13,1303
Región del Libertador Gral. B. O'Higgins,2021-07-20,1523
Región del Libertador Gral. B. O'Higgins,2021-07-27,1407
Región del Libertador Gral. B. O'Higgins,2021-08-03,1442
Región del Libertador Gral. B. O'Higgins,2021-08-10,1417
Región del Libertador Gral. B. O'Higgins,2021-08-17,1391
Región del Libertador Gral. B. O'Higgins,2021-08-24,1448
Región del Libertador Gral. B. O'Higgins,2021-08-31,1437
Región del Libertador Gral. B. O'Higgins,2021-09-07,1442
Región del Libertador Gral. B. O'Higgins,2021-09-14,1553
Región del Libertador Gral. B. O'Higgins,2021-09-21,1881
Región del Libertador Gral. B. O'Higgins,2021-09-28,1900
Región del Libertador Gral. B. O'Higgins,2021-10-05,1979
Región del Libertador Gral. B. O'Higgins,2021-10-12,2258
Región del Libertador Gral. B. O'Higgins,2021-10-19,2372
Región del Libertador Gral. B. O'Higgins,2021-10-26,2286
Región del Libertador Gral. B. O'Higgins,2021-11-02,2611
Región del Libertador Gral. B. O'Higgins,2021-11-09,2684
Región del Libertador Gral. B. O'Higgins,2021-11-16,2721
Región del Libertador Gral. B. O'Higgins,2021-11-23,2618
Región del Libertador Gral. B. O'Higgins,2021-11-30,2420
Región del Libertador Gral. B. O'Higgins,2021-12-07,2388
Región del Libertador Gral. B. O'Higgins,2021-12-14,2489
Región del Libertador Gral. B. O'Higgins,2021-12-21,2596
Región del Libertador Gral. B. O'Higgins,2021-12-28,2762
Región del Libertador Gral. B. O'Higgins,2022-01-04,2999
Región del Libertador Gral. B. O'Higgins,2022-01-11,2976
Región del Libertador Gral. B. O'Higgins,2022-01-18,3531
Región del Libertador Gral. B. O'Higgins,2022-01-25,3475
Región del Libertador Gral. B. O'Higgins,2022-02-01,3619
Región del Libertador Gral. B. O'Higgins,2022-02-08,3254
Región del Libertador Gral. B. O'Higgins,2022-02-15,3312
Región del Libertador Gral. B. O'Higgins,2022-02-22,2628
Región del Libertador Gral. B. O'Higgins,2022-03-01,2562
Región del Libertador Gral. B. O'Higgins,2022-03-08,3501
Región del Libertador Gral. B. O'Higgins,2022-03-15,4521
Región del Libertador Gral. B. O'Higgins,2022-03-22,4734
Región del Libertador Gral. B. O'Higgins,2022-03-29,4278
Región del Libertador Gral. B. O'Higgins,2022-04-05,3879
Región del Libertador Gral. B. O'Higgins,2022-04-12,3807
Región del Libertador Gral. B. O'Higgins,2022-04-19,4331
Región del Libertador Gral. B. O'Higgins,2022-04-26,4387
Región del Libertador Gral. B. O'Higgins,2022-05-03,5297
Región del Libertador Gral. B. O'Higgins,2022-05-10,6231
Región del Libertador Gral. B. O'Higgins,2022-05-17,6994
Región del Libertador Gral. B. O'Higgins,2022-05-24,7324
Región del Libertador Gral. B. O'Higgins,2022-05-31,8347
Región del Libertador Gral. B. O'Higgins,2022-06-07,8494
Región del Libertador Gral. B. O'Higgins,2022-06-14,7378
Región del Libertador Gral. B. O'Higgins,2022-06-21,7223
Región del Libertador Gral. B. O'Higgins,2022-06-28,6037
