RegionNombre,Semana,Atenciones_Urg
Región de Atacama,2025-02-18,939
Región de Atacama,2025-02-25,889
Región de Atacama,2025-03-04,1111
Región de Atacama,2025-03-11,1811
Región de Atacama,2025-03-18,2544
Región de Atacama,2025-03-25,2392
Región de Atacama,2025-04-01,2193
Región de Atacama,2025-04-08,1969
Región de Atacama,2025-04-15,2120
Región de Atacama,2025-04-22,2285
Región de Atacama,2025-04-29,2327
Región de Atacama,2025-05-06,2340
Región de Atacama,2025-05-13,2542
Región de Atacama,2025-05-20,2525
Región de Atacama,2025-05-27,2528
Región de Atacama,2025-06-03,2394
Región de Atacama,2025-06-10,2283
Región de Atacama,2025-06-17,2067
Región de Atacama,2025-06-24,1725
Región de Atacama,2025-07-01,1470
Región de Atacama,2025-07-08,1510
Región de Atacama,2025-07-15,2088
Región de Atacama,2025-07-22,2659
Región de Atacama,2025-07-29,2606
Región de Atacama,2025-08-05,2547
Región de Atacama,2025-08-12,2233
Región de Atacama,2025-08-19,2336
Región de Atacama,2025-08-26,2130
Región de Atacama,2025-09-02,2111
Región de Atacama,2025-09-09,1928
Región de Atacama,2025-09-16,1739
Región de Atacama,2025-09-23,1921
Región de Atacama,2025-09-30,1808
Región de Atacama,2025-10-07,2247
Región de Atacama,2025-10-14,2107
Región de Atacama,2025-10-21,2303
Región de Atacama,2025-10-28,2089
Región de Atacama,2025-11-04,2351
Región de Atacama,2025-11-11,2488
Región de Atacama,2025-11-18,2347
Región de Atacama,2025-11-25,2164
Región de Atacama,2025-12-02,1927
Región de Atacama,2025-12-09,1601
Región de Atacama,2025-12-16,1495
Región de Atacama,2025-12-23,1365
Región de Atacama,2025-12-30,267
Región de Aysén del General Carlos Ibañez del Campo,2020-12-29,120
Región de Aysén del General Carlos Ibañez del Campo,2021-01-05,216
Región de Aysén del General Carlos Ibañez del Campo,2021-01-12,166
Región de Aysén del General Carlos Ibañez del Campo,2021-01-19,164
Región de Aysén del General Carlos Ibañez del Campo,2021-01-26,98
Región de Aysén del General Carlos Ibañez del Campo,2021-02-02,72
Región de Aysén del General Carlos Ibañez del Campo,2021-02-09,91
Región de Aysén del General Carlos Ibañez del Campo,2021-02-16,63
Región de Aysén del General Carlos Ibañez del Campo,2021-02-23,76
Región de Aysén del General Carlos Ibañez del Campo,2021-03-02,95
Región de Aysén del General Carlos Ibañez del Campo,2021-03-09,124
Región de Aysén del General Carlos Ibañez del Campo,2021-03-16,97
Región de Aysén del General Carlos Ibañez del Campo,2021-03-23,143
Región de Aysén del General Carlos Ibañez del Campo,2021-03-30,177
Región de Aysén del General Carlos Ibañez del Campo,2021-04-06,164
Región de Aysén del General Carlos Ibañez del Campo,2021-04-13,181
Región de Aysén del General Carlos Ibañez del Campo,2021-04-20,203
Región de Aysén del General Carlos Ibañez del Campo,2021-04-27,161
Región de Aysén del General Carlos Ibañez del Campo,2021-05-04,170
Región de Aysén del General Carlos Ibañez del Campo,2021-05-11,158
Región de Aysén del General Carlos Ibañez del Campo,2021-05-18,152
Región de Aysén del General Carlos Ibañez del Campo,2021-05-25,141
Región de Aysén del General Carlos Ibañez del Campo,2021-06-01,158
Región de Aysén del General Carlos Ibañez del Campo,2021-06-08,134
Región de Aysén del General Carlos Ibañez del Campo,2021-06-15,102
Región de Aysén del General Carlos Ibañez del Campo,2021-06-22,86
Región de Aysén del General Carlos Ibañez del Campo,2021-06-29,95
Región de Aysén del General Carlos Ibañez del Campo,2021-07-06,88
Región de Aysén del General Carlos Ibañez del Campo,2021-07-13,76
Región de Aysén del General Carlos Ibañez del Campo,2021-07-20,130
Región de Aysén del General Carlos Ibañez del Campo,2021-07-27,106
Región de Aysén del General Carlos Ibañez del Campo,2021-08-03,169
Región de Aysén del General Carlos Ibañez del Campo,2021-08-10,208
Región de Aysén del General Carlos Ibañez del Campo,2021-08-17,311
Región de Aysén del General Carlos Ibañez del Campo,2021-08-24,321
Región de Aysén del General Carlos Ibañez del Campo,2021-08-31,285
Región de Aysén del General Carlos Ibañez del Campo,2021-09-07,246
Región de Aysén del General Carlos Ibañez del Campo,2021-09-14,228
Región de Aysén del General Carlos Ibañez del Campo,2021-09-21,241
Región de Aysén del General Carlos Ibañez del Campo,2021-09-28,179
Región de Aysén del General Carlos Ibañez del Campo,2021-10-05,158
Región de Aysén del General Carlos Ibañez del Campo,2021-10-12,204
Región de Aysén del General Carlos Ibañez del Campo,2021-10-19,234
Región de Aysén del General Carlos Ibañez del Campo,2021-10-26,311
Región de Aysén del General Carlos Ibañez del Campo,2021-11-02,331
Región de Aysén del General Carlos Ibañez del Campo,2021-11-09,305
Región de Aysén del General Carlos Ibañez del Campo,2021-11-16,258
Región de Aysén del General Carlos Ibañez del Campo,2021-11-23,265
Región de Aysén del General Carlos Ibañez del Campo,2021-11-30,197
Región de Aysén del General Carlos Ibañez del Campo,2021-12-07,251
Región de Aysén del General Carlos Ibañez del Campo,2021-12-14,259
Región de Aysén del General Carlos Ibañez del Campo,2021-12-21,244
Región de Aysén del General Carlos Ibañez del Campo,2021-12-28,209
Región de Aysén del General Carlos Ibañez del Campo,2022-01-04,233
Región de Aysén del General Carlos Ibañez del Campo,2022-01-11,334
Región de Aysén del General Carlos Ibañez del Campo,2022-01-18,548
Región de Aysén del General Carlos Ibañez del Campo,2022-01-25,337
Región de Aysén del General Carlos Ibañez del Campo,2022-02-01,258
Región de Aysén del General Carlos Ibañez del Campo,2022-02-08,315
Región de Aysén del General Carlos Ibañez del Campo,2022-02-15,251
Región de Aysén del General Carlos Ibañez del Campo,2022-02-22,198
Región de Aysén del General Carlos Ibañez del Campo,2022-03-01,199
Región de Aysén del General Carlos Ibañez del Campo,2022-03-08,322
Región de Aysén del General Carlos Ibañez del Campo,2022-03-15,558
Región de Aysén del General Carlos Ibañez del Campo,2022-03-22,445
Región de Aysén del General Carlos Ibañez del Campo,2022-03-29,403
Región de Aysén del General Carlos Ibañez del Campo,2022-04-05,415
Región de Aysén del General Carlos Ibañez del Campo,2022-04-12,505
Región de Aysén del General Carlos Ibañez del Campo,2022-04-19,591
Región de Aysén del General Carlos Ibañez del Campo,2022-04-26,655
Región de Aysén del General Carlos Ibañez del Campo,2022-05-03,642
Región de Aysén del General Carlos Ibañez del Campo,2022-05-10,587
Región de Aysén del General Carlos Ibañez del Campo,2022-05-17,744
Región de Aysén del General Carlos Ibañez del Campo,2022-05-24,802
Región de Aysén del General Carlos Ibañez del Campo,2022-05-31,918
Región de Aysén del General Carlos Ibañez del Campo,2022-06-07,1195
Región de Aysén del General Carlos Ibañez del Campo,2022-06-14,1007
Región de Aysén del General Carlos Ibañez del Campo,2022-06-21,879
Región de Aysén del General Carlos Ibañez del Campo,2022-06-28,678
Región de Aysén del General Carlos Ibañez del Campo,2022-07-05,543
Región de Aysén del General Carlos Ibañez del Campo,2022-07-12,501
Región de Aysén del General Carlos Ibañez del Campo,2022-07-19,411
Región de Aysén del General Carlos Ibañez del Campo,2022-07-26,410
Región de Aysén del General Carlos Ibañez del Campo,2022-08-02,491
Región de Aysén del General Carlos Ibañez del Campo,2022-08-09,732
Región de Aysén del General Carlos Ibañez del Campo,2022-08-16,833
Región de Aysén del General Carlos Ibañez del Campo,2022-08-23,732
Región de Aysén del General Carlos Ibañez del Campo,2022-08-30,780
Región de Aysén del General Carlos Ibañez del Campo,2022-09-06,830
Región de Aysén del General Carlos Ibañez del Campo,2022-09-13,614
Región de Aysén del General Carlos Ibañez del Campo,2022-09-20,815
Región de Aysén del General Carlos Ibañez del Campo,2022-09-27,674
Región de Aysén del General Carlos Ibañez del Campo,2022-10-04,790
Región de Aysén del General Carlos Ibañez del Campo,2022-10-11,884
Región de Aysén del General Carlos Ibañez del Campo,2022-10-18,1216
Región de Aysén del General Carlos Ibañez del Campo,2022-10-25,1143
Región de Aysén del General Carlos Ibañez del Campo,2022-11-01,1145
Región de Aysén del General Carlos Ibañez del Campo,2022-11-08,885
Región de Aysén del General Carlos Ibañez del Campo,2022-11-15,713
Región de Aysén del General Carlos Ibañez del Campo,2022-11-22,523
Región de Aysén del General Carlos Ibañez del Campo,2022-11-29,500
Región de Aysén del General Carlos Ibañez del Campo,2022-12-06,468
Región de Aysén del General Carlos Ibañez del Campo,2022-12-13,381
Región de Aysén del General Carlos Ibañez del Campo,2022-12-20,366
Región de Aysén del General Carlos Ibañez del Campo,2022-12-27,323
Región de Aysén del General Carlos Ibañez del Campo,2023-01-03,300
Región de Aysén del General Carlos Ibañez del Campo,2023-01-10,274
Región de Aysén del General Carlos Ibañez del Campo,2023-01-17,267
Región de Aysén del General Carlos Ibañez del Campo,2023-01-24,234
Región de Aysén del General Carlos Ibañez del Campo,2023-01-31,182
Región de Aysén del General Carlos Ibañez del Campo,2023-02-07,171
Región de Aysén del General Carlos Ibañez del Campo,2023-02-14,215
Región de Aysén del General Carlos Ibañez del Campo,2023-02-21,251
Región de Aysén del General Carlos Ibañez del Campo,2023-02-28,292
Región de Aysén del General Carlos Ibañez del Campo,2023-03-07,541
Región de Aysén del General Carlos Ibañez del Campo,2023-03-14,751
Región de Aysén del General Carlos Ibañez del Campo,2023-03-21,576
Región de Aysén del General Carlos Ibañez del Campo,2023-03-28,477
Región de Aysén del General Carlos Ibañez del Campo,2023-04-04,474
Región de Aysén del General Carlos Ibañez del Campo,2023-04-11,525
Región de Aysén del General Carlos Ibañez del Campo,2023-04-18,565
Región de Aysén del General Carlos Ibañez del Campo,2023-04-25,549
Región de Aysén del General Carlos Ibañez del Campo,2023-05-02,803
Región de Aysén del General Carlos Ibañez del Campo,2023-05-09,998
Región de Aysén del General Carlos Ibañez del Campo,2023-05-16,1223
Región de Aysén del General Carlos Ibañez del Campo,2023-05-23,1255
Región de Aysén del General Carlos Ibañez del Campo,2023-05-30,1290
Región de Aysén del General Carlos Ibañez del Campo,2023-06-06,1213
Región de Aysén del General Carlos Ibañez del Campo,2023-06-13,1076
Región de Aysén del General Carlos Ibañez del Campo,2023-06-20,785
Región de Aysén del General Carlos Ibañez del Campo,2023-06-27,636
Región de Aysén del General Carlos Ibañez del Campo,2023-07-04,538
Región de Aysén del General Carlos Ibañez del Campo,2023-07-11,421
Región de Aysén del General Carlos Ibañez del Campo,2023-07-18,351
Región de Aysén del General Carlos Ibañez del Campo,2023-07-25,400
Región de Aysén del General Carlos Ibañez del Campo,2023-08-01,392
Región de Aysén del General Carlos Ibañez del Campo,2023-08-08,525
Región de Aysén del General Carlos Ibañez del Campo,2023-08-15,607
Región de Aysén del General Carlos Ibañez del Campo,2023-08-22,688
Región de Aysén del General Carlos Ibañez del Campo,2023-08-29,705
Región de Aysén del General Carlos Ibañez del Campo,2023-09-05,709
Región de Aysén del General Carlos Ibañez del Campo,2023-09-12,708
Región de Aysén del General Carlos Ibañez del Campo,2023-09-19,1022
Región de Aysén del General Carlos Ibañez del Campo,2023-09-26,895
Región de Aysén del General Carlos Ibañez del Campo,2023-10-03,808
Región de Aysén del General Carlos Ibañez del Campo,2023-10-10,1038
Región de Aysén del General Carlos Ibañez del Campo,2023-10-17,1074
Región de Aysén del General Carlos Ibañez del Campo,2023-10-24,1009
Región de Aysén del General Carlos Ibañez del Campo,2023-10-31,929
Región de Aysén del General Carlos Ibañez del Campo,2023-11-07,981
Región de Aysén del General Carlos Ibañez del Campo,2023-11-14,992
Región de Aysén del General Carlos Ibañez del Campo,2023-11-21,955
Región de Aysén del General Carlos Ibañez del Campo,2023-11-28,891
Región de Aysén del General Carlos Ibañez del Campo,2023-12-05,634
Región de Aysén del General Carlos Ibañez del Campo,2023-12-12,538
Región de Aysén del General Carlos Ibañez del Campo,2023-12-19,511
Región de Aysén del General Carlos Ibañez del Campo,2023-12-26,594
Región de Aysén del General Carlos Ibañez del Campo,2024-01-02,450
Región de Aysén del General Carlos Ibañez del Campo,2024-01-09,322
Región de Aysén del General Carlos Ibañez del Campo,2024-01-16,318
Región de Aysén del General Carlos Ibañez del Campo,2024-01-23,230
Región de Aysén del General Carlos Ibañez del Campo,2024-01-30,227
Región de Aysén del General Carlos Ibañez del Campo,2024-02-06,245
Región de Aysén del General Carlos Ibañez del Campo,2024-02-13,240
Región de Aysén del General Carlos Ibañez del Campo,2024-02-20,239
Región de Aysén del General Carlos Ibañez del Campo,2024-02-27,311
Región de Aysén del General Carlos Ibañez del Campo,2024-03-05,464
Región de Aysén del General Carlos Ibañez del Campo,2024-03-12,794
Región de Aysén del General Carlos Ibañez del Campo,2024-03-19,703
Región de Aysén del General Carlos Ibañez del Campo,2024-03-26,507
Región de Aysén del General Carlos Ibañez del Campo,2024-04-02,535
Región de Aysén del General Carlos Ibañez del Campo,2024-04-09,554
Región de Aysén del General Carlos Ibañez del Campo,2024-04-16,705
Región de Aysén del General Carlos Ibañez del Campo,2024-04-23,981
Región de Aysén del General Carlos Ibañez del Campo,2024-04-30,1046
Región de Aysén del General Carlos Ibañez del Campo,2024-05-07,1076
Región de Aysén del General Carlos Ibañez del Campo,2024-05-14,1041
Región de Aysén del General Carlos Ibañez del Campo,2024-05-21,985
Región de Aysén del General Carlos Ibañez del Campo,2024-05-28,820
Región de Aysén del General Carlos Ibañez del Campo,2024-06-04,768
Región de Aysén del General Carlos Ibañez del Campo,2024-06-11,644
Región de Aysén del General Carlos Ibañez del Campo,2024-06-18,467
Región de Aysén del General Carlos Ibañez del Campo,2024-06-25,484
Región de Aysén del General Carlos Ibañez del Campo,2024-07-02,408
Región de Aysén del General Carlos Ibañez del Campo,2024-07-09,378
Región de Aysén del General Carlos Ibañez del Campo,2024-07-16,365
Región de Aysén del General Carlos Ibañez del Campo,2024-07-23,353
Región de Aysén del General Carlos Ibañez del Campo,2024-07-30,387
Región de Aysén del General Carlos Ibañez del Campo,2024-08-06,645
Región de Aysén del General Carlos Ibañez del Campo,2024-08-13,844
Región de Aysén del General Carlos Ibañez del Campo,2024-08-20,984
Región de Aysén del General Carlos Ibañez del Campo,2024-08-27,1126
Región de Aysén del General Carlos Ibañez del Campo,2024-09-03,1025
Región de Aysén del General Carlos Ibañez del Campo,2024-09-10,875
Región de Aysén del General Carlos Ibañez del Campo,2024-09-17,788
Región de Aysén del General Carlos Ibañez del Campo,2024-09-24,844
Región de Aysén del General Carlos Ibañez del Campo,2024-10-01,842
Región de Aysén del General Carlos Ibañez del Campo,2024-10-08,965
Región de Aysén del General Carlos Ibañez del Campo,2024-10-15,932
Región de Aysén del General Carlos Ibañez del Campo,2024-10-22,876
Región de Aysén del General Carlos Ibañez del Campo,2024-10-29,808
Región de Aysén del General Carlos Ibañez del Campo,2024-11-05,723
Región de Aysén del General Carlos Ibañez del Campo,2024-11-12,820
Región de Aysén del General Carlos Ibañez del Campo,2024-11-19,883
Región de Aysén del General Carlos Ibañez del Campo,2024-11-26,827
Región de Aysén del General Carlos Ibañez del Campo,2024-12-03,763
Región de Aysén del General Carlos Ibañez del Campo,2024-12-10,617
Región de Aysén del General Carlos Ibañez del Campo,2024-12-17,530
Región de Aysén del General Carlos Ibañez del Campo,2024-12-24,455
Región de Aysén del General Carlos Ibañez del Campo,2024-12-31,363
Región de Aysén del General Carlos Ibañez del Campo,2025-01-07,326
Región de Aysén del General Carlos Ibañez del Campo,2025-01-14,283
Región de Aysén del General Carlos Ibañez del Campo,2025-01-21,238
Región de Aysén del General Carlos Ibañez del Campo,2025-01-28,220
Región de Aysén del General Carlos Ibañez del Campo,2025-02-04,211
Región de Aysén del General Carlos Ibañez del Campo,2025-02-11,266
Región de Aysén del General Carlos Ibañez del Campo,2025-02-18,253
Región de Aysén del General Carlos Ibañez del Campo,2025-02-25,264
Región de Aysén del General Carlos Ibañez del Campo,2025-03-04,378
Región de Aysén del General Carlos Ibañez del Campo,2025-03-11,754
Región de Aysén del General Carlos Ibañez del Campo,2025-03-18,751
Región de Aysén del General Carlos Ibañez del Campo,2025-03-25,691
Región de Aysén del General Carlos Ibañez del Campo,2025-04-01,639
Región de Aysén del General Carlos Ibañez del Campo,2025-04-08,565
Región de Aysén del General Carlos Ibañez del Campo,2025-04-15,559
Región de Aysén del General Carlos Ibañez del Campo,2025-04-22,687
Región de Aysén del General Carlos Ibañez del Campo,2025-04-29,620
Región de Aysén del General Carlos Ibañez del Campo,2025-05-06,672
Región de Aysén del General Carlos Ibañez del Campo,2025-05-13,709
Región de Aysén del General Carlos Ibañez del Campo,2025-05-20,722
Región de Aysén del General Carlos Ibañez del Campo,2025-05-27,779
Región de Aysén del General Carlos Ibañez del Campo,2025-06-03,973
Región de Aysén del General Carlos Ibañez del Campo,2025-06-10,942
Región de Aysén del General Carlos Ibañez del Campo,2025-06-17,903
Región de Aysén del General Carlos Ibañez del Campo,2025-06-24,799
Región de Aysén del General Carlos Ibañez del Campo,2025-07-01,824
Región de Aysén del General Carlos Ibañez del Campo,2025-07-08,788
Región de Aysén del General Carlos Ibañez del Campo,2025-07-15,526
Región de Aysén del General Carlos Ibañez del Campo,2025-07-22,465
Región de Aysén del General Carlos Ibañez del Campo,2025-07-29,447
Región de Aysén del General Carlos Ibañez del Campo,2025-08-05,633
Región de Aysén del General Carlos Ibañez del Campo,2025-08-12,928
Región de Aysén del General Carlos Ibañez del Campo,2025-08-19,1019
Región de Aysén del General Carlos Ibañez del Campo,2025-08-26,970
Región de Aysén del General Carlos Ibañez del Campo,2025-09-02,1030
Región de Aysén del General Carlos Ibañez del Campo,2025-09-09,1005
Región de Aysén del General Carlos Ibañez del Campo,2025-09-16,810
Región de Aysén del General Carlos Ibañez del Campo,2025-09-23,773
Región de Aysén del General Carlos Ibañez del Campo,2025-09-30,892
Región de Aysén del General Carlos Ibañez del Campo,2025-10-07,1096
Región de Aysén del General Carlos Ibañez del Campo,2025-10-14,1486
Región de Aysén del General Carlos Ibañez del Campo,2025-10-21,1585
Región de Aysén del General Carlos Ibañez del Campo,2025-10-28,1423
Región de Aysén del General Carlos Ibañez del Campo,2025-11-04,1261
Región de Aysén del General Carlos Ibañez del Campo,2025-11-11,931
Región de Aysén del General Carlos Ibañez del Campo,2025-11-18,826
Región de Aysén del General Carlos Ibañez del Campo,2025-11-25,639
Región de Aysén del General Carlos Ibañez del Campo,2025-12-02,700
Región de Aysén del General Carlos Ibañez del Campo,2025-12-09,663
Región de Aysén del General Carlos Ibañez del Campo,2025-12-16,540
Región de Aysén del General Carlos Ibañez del Campo,2025-12-23,515
Región de Aysén del General Carlos Ibañez del Campo,2025-12-30,86
Región de Coquimbo,2020-12-29,190
Región de Coquimbo,2021-01-05,242
Región de Coquimbo,2021-01-12,250
Región de Coquimbo,2021-01-19,278
Región de Coquimbo,2021-01-26,209
Región de Coquimbo,2021-02-02,241
Región de Coquimbo,2021-02-09,190
Región de Coquimbo,2021-02-16,222
Región de Coquimbo,2021-02-23,265
Región de Coquimbo,2021-03-02,230
Región de Coquimbo,2021-03-09,197
Región de Coquimbo,2021-03-16,218
Región de Coquimbo,2021-03-23,167
Región de Coquimbo,2021-03-30,196
Región de Coquimbo,2021-04-06,171
Región de Coquimbo,2021-04-13,152
Región de Coquimbo,2021-04-20,166
Región de Coquimbo,2021-04-27,150
Región de Coquimbo,2021-05-04,174
Región de Coquimbo,2021-05-11,206
Región de Coquimbo,2021-05-18,292
Región de Coquimbo,2021-05-25,277
Región de Coquimbo,2021-06-01,265
Región de Coquimbo,2021-06-08,327
Región de Coquimbo,2021-06-15,311
Región de Coquimbo,2021-06-22,249
Región de Coquimbo,2021-06-29,292
Región de Coquimbo,2021-07-06,270
Región de Coquimbo,2021-07-13,253
Región de Coquimbo,2021-07-20,250
Región de Coquimbo,2021-07-27,296
Región de Coquimbo,2021-08-03,255
Región de Coquimbo,2021-08-10,356
Región de Coquimbo,2021-08-17,333
Región de Coquimbo,2021-08-24,391
Región de Coquimbo,2021-08-31,330
Región de Coquimbo,2021-09-07,366
Región de Coquimbo,2021-09-14,397
Región de Coquimbo,2021-09-21,417
Región de Coquimbo,2021-09-28,366
Región de Coquimbo,2021-10-05,370
Región de Coquimbo,2021-10-12,428
Región de Coquimbo,2021-10-19,436
Región de Coquimbo,2021-10-26,565
Región de Coquimbo,2021-11-02,471
Región de Coquimbo,2021-11-09,582
Región de Coquimbo,2021-11-16,592
Región de Coquimbo,2021-11-23,556
Región de Coquimbo,2021-11-30,593
Región de Coquimbo,2021-12-07,513
Región de Coquimbo,2021-12-14,477
Región de Coquimbo,2021-12-21,540
Región de Coquimbo,2021-12-28,567
Región de Coquimbo,2022-01-04,661
Región de Coquimbo,2022-01-11,661
Región de Coquimbo,2022-01-18,929
Región de Coquimbo,2022-01-25,928
Región de Coquimbo,2022-02-01,637
Región de Coquimbo,2022-02-08,481
Región de Coquimbo,2022-02-15,500
Región de Coquimbo,2022-02-22,412
Región de Coquimbo,2022-03-01,436
Región de Coquimbo,2022-03-08,691
Región de Coquimbo,2022-03-15,876
Región de Coquimbo,2022-03-22,888
Región de Coquimbo,2022-03-29,902
Región de Coquimbo,2022-04-05,835
Región de Coquimbo,2022-04-12,1013
Región de Coquimbo,2022-04-19,1278
Región de Coquimbo,2022-04-26,1339
Región de Coquimbo,2022-05-03,1413
Región de Coquimbo,2022-05-10,1526
Región de Coquimbo,2022-05-17,1431
Región de Coquimbo,2022-05-24,1449
Región de Coquimbo,2022-05-31,1438
Región de Coquimbo,2022-06-07,1823
Región de Coquimbo,2022-06-14,1389
Región de Coquimbo,2022-06-21,1361
Región de Coquimbo,2022-06-28,1178
Región de Coquimbo,2022-07-05,931
Región de Coquimbo,2022-07-12,770
Región de Coquimbo,2022-07-19,790
Región de Coquimbo,2022-07-26,1016
Región de Coquimbo,2022-08-02,1264
Región de Coquimbo,2022-08-09,1426
Región de Coquimbo,2022-08-16,1422
Región de Coquimbo,2022-08-23,1415
Región de Coquimbo,2022-08-30,1316
Región de Coquimbo,2022-09-06,1269
Región de Coquimbo,2022-09-13,1130
Región de Coquimbo,2022-09-20,1633
Región de Coquimbo,2022-09-27,1464
Región de Coquimbo,2022-10-04,1628
Región de Coquimbo,2022-10-11,2125
Región de Coquimbo,2022-10-18,1952
Región de Coquimbo,2022-10-25,2104
Región de Coquimbo,2022-11-01,2552
Región de Coquimbo,2022-11-08,2439
Región de Coquimbo,2022-11-15,2280
Región de Coquimbo,2022-11-22,2170
Región de Coquimbo,2022-11-29,1951
Región de Coquimbo,2022-12-06,1601
Región de Coquimbo,2022-12-13,1271
Región de Coquimbo,2022-12-20,1118
Región de Coquimbo,2022-12-27,1337
Región de Coquimbo,2023-01-03,2188
Región de Coquimbo,2023-01-10,1657
Región de Coquimbo,2023-01-17,1445
Región de Coquimbo,2023-01-24,1419
Región de Coquimbo,2023-01-31,1332
Región de Coquimbo,2023-02-07,1385
Región de Coquimbo,2023-02-14,1496
Región de Coquimbo,2023-02-21,1722
Región de Coquimbo,2023-02-28,2391
Región de Coquimbo,2023-03-07,4561
Región de Coquimbo,2023-03-14,4980
Región de Coquimbo,2023-03-21,4361
Región de Coquimbo,2023-03-28,4564
Región de Coquimbo,2023-04-04,4571
Región de Coquimbo,2023-04-11,4941
Región de Coquimbo,2023-04-18,5754
Región de Coquimbo,2023-04-25,5754
Región de Coquimbo,2023-05-02,6361
Región de Coquimbo,2023-05-09,6552
Región de Coquimbo,2023-05-16,7712
Región de Coquimbo,2023-05-23,7067
Región de Coquimbo,2023-05-30,6469
Región de Coquimbo,2023-06-06,5161
Región de Coquimbo,2023-06-13,4597
Región de Coquimbo,2023-06-20,3367
Región de Coquimbo,2023-06-27,2791
Región de Coquimbo,2023-07-04,2532
Región de Coquimbo,2023-07-11,2452
Región de Coquimbo,2023-07-18,2512
Región de Coquimbo,2023-07-25,2742
Región de Coquimbo,2023-08-01,3298
Región de Coquimbo,2023-08-08,3882
Región de Coquimbo,2023-08-15,4525
Región de Coquimbo,2023-08-22,3802
Región de Coquimbo,2023-08-29,3537
Región de Coquimbo,2023-09-05,3929
Región de Coquimbo,2023-09-12,3721
Región de Coquimbo,2023-09-19,5060
Región de Coquimbo,2023-09-26,4520
Región de Coquimbo,2023-10-03,4382
Región de Coquimbo,2023-10-10,4376
Región de Coquimbo,2023-10-17,3963
Región de Coquimbo,2023-10-24,3737
Región de Coquimbo,2023-10-31,3524
Región de Coquimbo,2023-11-07,3401
Región de Coquimbo,2023-11-14,3595
Región de Coquimbo,2023-11-21,3404
Región de Coquimbo,2023-11-28,2937
Región de Coquimbo,2023-12-05,2679
Región de Coquimbo,2023-12-12,2474
Región de Coquimbo,2023-12-19,2166
Región de Coquimbo,2023-12-26,2122
Región de Coquimbo,2024-01-02,2069
Región de Coquimbo,2024-01-09,1737
Región de Coquimbo,2024-01-16,1842
Región de Coquimbo,2024-01-23,1926
Región de Coquimbo,2024-01-30,1675
Región de Coquimbo,2024-02-06,1953
Región de Coquimbo,2024-02-13,2103
Región de Coquimbo,2024-02-20,2258
Región de Coquimbo,2024-02-27,2275
Región de Coquimbo,2024-03-05,2917
Región de Coquimbo,2024-03-12,4938
Región de Coquimbo,2024-03-19,4516
Región de Coquimbo,2024-03-26,3408
Región de Coquimbo,2024-04-02,3727
Región de Coquimbo,2024-04-09,4315
Región de Coquimbo,2024-04-16,6314
Región de Coquimbo,2024-04-23,6986
Región de Coquimbo,2024-04-30,7149
Región de Coquimbo,2024-05-07,6194
Región de Coquimbo,2024-05-14,6147
Región de Coquimbo,2024-05-21,5901
Región de Coquimbo,2024-05-28,4142
Región de Coquimbo,2024-06-04,4078
Región de Coquimbo,2024-06-11,3152
Región de Coquimbo,2024-06-18,2863
Región de Coquimbo,2024-06-25,2543
Región de Coquimbo,2024-07-02,2346
Región de Coquimbo,2024-07-09,2476
Región de Coquimbo,2024-07-16,3516
Región de Coquimbo,2024-07-23,4692
Región de Coquimbo,2024-07-30,4835
Región de Coquimbo,2024-08-06,5331
Región de Coquimbo,2024-08-13,5519
Región de Coquimbo,2024-08-20,5630
Región de Coquimbo,2024-08-27,5523
Región de Coquimbo,2024-09-03,5451
Región de Coquimbo,2024-09-10,4959
Región de Coquimbo,2024-09-17,5574
Región de Coquimbo,2024-09-24,5222
Región de Coquimbo,2024-10-01,4992
Región de Coquimbo,2024-10-08,4835
Región de Coquimbo,2024-10-15,4649
Región de Coquimbo,2024-10-22,4598
Región de Coquimbo,2024-10-29,4190
Región de Coquimbo,2024-11-05,3973
Región de Coquimbo,2024-11-12,3907
Región de Coquimbo,2024-11-19,3963
Región de Coquimbo,2024-11-26,3952
Región de Coquimbo,2024-12-03,3916
Región de Coquimbo,2024-12-10,3159
Región de Coquimbo,2024-12-17,2408
Región de Coquimbo,2024-12-24,2447
Región de Coquimbo,2024-12-31,2097
Región de Coquimbo,2025-01-07,1826
Región de Coquimbo,2025-01-14,1610
Región de Coquimbo,2025-01-21,1645
Región de Coquimbo,2025-01-28,1374
Región de Coquimbo,2025-02-04,1491
Región de Coquimbo,2025-02-11,1668
Región de Coquimbo,2025-02-18,1814
Región de Coquimbo,2025-02-25,1996
Región de Coquimbo,2025-03-04,2842
Región de Coquimbo,2025-03-11,4445
Región de Coquimbo,2025-03-18,5446
Región de Coquimbo,2025-03-25,4720
Región de Coquimbo,2025-04-01,4041
Región de Coquimbo,2025-04-08,3799
Región de Coquimbo,2025-04-15,3745
Región de Coquimbo,2025-04-22,4097
Región de Coquimbo,2025-04-29,4572
Región de Coquimbo,2025-05-06,4316
Región de Coquimbo,2025-05-13,5423
Región de Coquimbo,2025-05-20,5244
Región de Coquimbo,2025-05-27,4778
Región de Coquimbo,2025-06-03,4836
Región de Coquimbo,2025-06-10,4120
Región de Coquimbo,2025-06-17,3643
Región de Coquimbo,2025-06-24,2776
Región de Coquimbo,2025-07-01,2558
Región de Coquimbo,2025-07-08,2778
Región de Coquimbo,2025-07-15,3844
Región de Coquimbo,2025-07-22,4622
Región de Coquimbo,2025-07-29,4216
